Country;ISO3 Code;Datetime (UTC);Datetime (Local);Price (EUR/MWhe);Rotterdam_electricity_load [MW];Rotterdam_total_heat_demand [MW];Rotterdam_total_gas_demand [MW]
Netherlands;NLD;01/01/2023 00:00;01/01/2025 01:00;6.24;66.99132824;237.9951257;107.4705432
Netherlands;NLD;01/01/2023 01:00;01/01/2025 02:00;4.16;65.42935426;243.6482559;104.9119177
Netherlands;NLD;01/01/2023 02:00;01/01/2025 03:00;3.28;63.83745742;263.2269856;100.9248882
Netherlands;NLD;01/01/2023 03:00;01/01/2025 04:00;0.68;62.31737546;303.5283335;97.49100239
Netherlands;NLD;01/01/2023 04:00;01/01/2025 05:00;0;62.48494355;406.9590655;101.364114
Netherlands;NLD;01/01/2023 05:00;01/01/2025 06:00;0.76;63.85541114;482.422552;113.8599408
Netherlands;NLD;01/01/2023 06:00;01/01/2025 07:00;0.79;65.22587873;473.7522086;140.3692824
Netherlands;NLD;01/01/2023 07:00;01/01/2025 08:00;1.89;66.79383728;461.9320271;175.2494852
Netherlands;NLD;01/01/2023 08:00;01/01/2025 09:00;7.5;68.60117881;442.7180155;211.0170415
Netherlands;NLD;01/01/2023 09:00;01/01/2025 10:00;27.32;70.83940972;420.7354621;244.0474601
Netherlands;NLD;01/01/2023 10:00;01/01/2025 11:00;37.49;73.35891563;401.8861686;249.8548111
Netherlands;NLD;01/01/2023 11:00;01/01/2025 12:00;60.1;74.76529066;390.0991434;233.6199877
Netherlands;NLD;01/01/2023 12:00;01/01/2025 13:00;63.32;75.46548589;386.882993;224.9904281
Netherlands;NLD;01/01/2023 13:00;01/01/2025 14:00;47;75.32784068;389.2702386;219.2663147
Netherlands;NLD;01/01/2023 14:00;01/01/2025 15:00;50.1;76.05795878;395.4041336;221.541706
Netherlands;NLD;01/01/2023 15:00;01/01/2025 16:00;27.64;78.26028224;410.6228244;229.1035106
Netherlands;NLD;01/01/2023 16:00;01/01/2025 17:00;79.97;84.256826;419.840245;243.0664839
Netherlands;NLD;01/01/2023 17:00;01/01/2025 18:00;95;83.48481588;419.0279184;258.9846353
Netherlands;NLD;01/01/2023 18:00;01/01/2025 19:00;95;81.85701158;414.4192081;244.088624
Netherlands;NLD;01/01/2023 19:00;01/01/2025 20:00;81.49;79.6606727;403.1626819;222.5946385
Netherlands;NLD;01/01/2023 20:00;01/01/2025 21:00;68.96;76.37514123;366.0774843;202.2389505
Netherlands;NLD;01/01/2023 21:00;01/01/2025 22:00;46.37;73.14347094;291.0947626;180.1994355
Netherlands;NLD;01/01/2023 22:00;01/01/2025 23:00;38;68.95426871;240.7968237;159.6127764
Netherlands;NLD;01/01/2023 23:00;02/01/2025 00:00;101.94;66.16545694;184.3152554;131.138613
Netherlands;NLD;02/01/2023 00:00;02/01/2025 01:00;146.95;64.19653189;193.9305503;116.4948055
Netherlands;NLD;02/01/2023 01:00;02/01/2025 02:00;148.44;63.2749074;198.7381977;112.33706
Netherlands;NLD;02/01/2023 02:00;02/01/2025 03:00;138;62.90984835;216.1949313;113.7447772
Netherlands;NLD;02/01/2023 03:00;02/01/2025 04:00;100.1;63.47838294;257.7893706;116.4459015
Netherlands;NLD;02/01/2023 04:00;02/01/2025 05:00;107.47;66.4826394;346.5816451;126.7209376
Netherlands;NLD;02/01/2023 05:00;02/01/2025 06:00;154.68;73.61026776;422.6087868;157.9804847
Netherlands;NLD;02/01/2023 06:00;02/01/2025 07:00;174.7;82.30585468;415.1154881;223.3903564
Netherlands;NLD;02/01/2023 07:00;02/01/2025 08:00;175.07;89.94815646;402.9637448;285.4536529
Netherlands;NLD;02/01/2023 08:00;02/01/2025 09:00;165.37;94.03562092;379.4394286;327.8439011
Netherlands;NLD;02/01/2023 09:00;02/01/2025 10:00;136;94.48446402;358.8825913;343.2088809
Netherlands;NLD;02/01/2023 10:00;02/01/2025 11:00;111.93;95.32828904;341.9397786;335.4581648
Netherlands;NLD;02/01/2023 11:00;02/01/2025 12:00;101.52;94.89739967;330.7992991;309.087641
Netherlands;NLD;02/01/2023 12:00;02/01/2025 13:00;105.6;94.87944594;325.7264021;299.3814808
Netherlands;NLD;02/01/2023 13:00;02/01/2025 14:00;118.95;94.62210923;328.9425525;315.296623
Netherlands;NLD;02/01/2023 14:00;02/01/2025 15:00;130.11;95.06496776;333.932559;327.3855001
Netherlands;NLD;02/01/2023 15:00;02/01/2025 16:00;138.81;97.46478218;346.7640042;341.5296587
Netherlands;NLD;02/01/2023 16:00;02/01/2025 17:00;153;102.6833312;357.3739847;369.1327748
Netherlands;NLD;02/01/2023 17:00;02/01/2025 18:00;152.99;97.48872048;361.0377436;390.9899428
Netherlands;NLD;02/01/2023 18:00;02/01/2025 19:00;128;93.9458523;359.2473094;377.8099785
Netherlands;NLD;02/01/2023 19:00;02/01/2025 20:00;129.17;89.6788506;349.0849374;362.0252702
Netherlands;NLD;02/01/2023 20:00;02/01/2025 21:00;120;85.01686698;316.6747625;331.423701
Netherlands;NLD;02/01/2023 21:00;02/01/2025 22:00;119.9;79.76839504;248.4227472;298.7256584
Netherlands;NLD;02/01/2023 22:00;02/01/2025 23:00;116.07;75.14830344;200.6612567;258.8874993
Netherlands;NLD;02/01/2023 23:00;03/01/2025 00:00;114.32;71.71315761;192.0240694;213.8372485
Netherlands;NLD;03/01/2023 00:00;03/01/2025 01:00;115;69.26546659;196.4835769;189.9314893
Netherlands;NLD;03/01/2023 01:00;03/01/2025 02:00;103;67.52993995;203.8939851;184.5440209
Netherlands;NLD;03/01/2023 02:00;03/01/2025 03:00;98;66.8836059;221.7154368;193.0176308
Netherlands;NLD;03/01/2023 03:00;03/01/2025 04:00;78.15;67.29654154;263.293298;212.3475396
Netherlands;NLD;03/01/2023 04:00;03/01/2025 05:00;71;69.95369267;361.9661169;237.6936138
Netherlands;NLD;03/01/2023 05:00;03/01/2025 06:00;68.96;76.77012316;431.0967712;287.7812653
Netherlands;NLD;03/01/2023 06:00;03/01/2025 07:00;86;85.76493881;413.8223967;384.1453214
Netherlands;NLD;03/01/2023 07:00;03/01/2025 08:00;112.64;93.46110176;399.7144382;460.1229391
Netherlands;NLD;03/01/2023 08:00;03/01/2025 09:00;134.51;96.47134279;378.5276334;498.314502
Netherlands;NLD;03/01/2023 09:00;03/01/2025 10:00;100;97.09373855;356.0477371;502.6569179
Netherlands;NLD;03/01/2023 10:00;03/01/2025 11:00;86.6;96.62095716;347.078988;473.3012797
Netherlands;NLD;03/01/2023 11:00;03/01/2025 12:00;83.8;94.81361562;333.3357476;452.1643882
Netherlands;NLD;03/01/2023 12:00;03/01/2025 13:00;97.2;94.47847944;322.0626432;431.6450946
Netherlands;NLD;03/01/2023 13:00;03/01/2025 14:00;117.05;94.83755392;318.7967586;413.178689
Netherlands;NLD;03/01/2023 14:00;03/01/2025 15:00;149.99;95.5018417;326.754244;383.7501708
Netherlands;NLD;03/01/2023 15:00;03/01/2025 16:00;125.8;97.58447367;343.9125719;399.5381403
Netherlands;NLD;03/01/2023 16:00;03/01/2025 17:00;149.93;102.5696243;361.0377436;446.0750068
Netherlands;NLD;03/01/2023 17:00;03/01/2025 18:00;133.2;97.97347102;366.2929996;466.2059801
Netherlands;NLD;03/01/2023 18:00;03/01/2025 19:00;124.3;94.77770817;362.4634597;439.7418614
Netherlands;NLD;03/01/2023 19:00;03/01/2025 20:00;125;90.97750329;353.047102;411.1520444
Netherlands;NLD;03/01/2023 20:00;03/01/2025 21:00;155.2;85.84273828;323.7370308;366.0879791
Netherlands;NLD;03/01/2023 21:00;03/01/2025 22:00;133.2;80.58229719;258.4690725;310.5788476
Netherlands;NLD;03/01/2023 22:00;03/01/2025 23:00;192.7;75.94425186;208.8176792;248.2228972
Netherlands;NLD;03/01/2023 23:00;04/01/2025 00:00;136.4;72.34752252;208.0385088;188.9798218
Netherlands;NLD;04/01/2023 00:00;04/01/2025 01:00;130.39;69.76817086;218.1677246;164.3982392
Netherlands;NLD;04/01/2023 01:00;04/01/2025 02:00;106.7;68.06855167;215.0676209;159.4546434
Netherlands;NLD;04/01/2023 02:00;04/01/2025 03:00;99;67.57183198;236.5859876;158.5176583
Netherlands;NLD;04/01/2023 03:00;04/01/2025 04:00;96.09;68.05658252;290.0669207;160.7206174
Netherlands;NLD;04/01/2023 04:00;04/01/2025 05:00;102.22;70.78554854;396.514866;172.5554851
Netherlands;NLD;04/01/2023 05:00;04/01/2025 06:00;110.7;77.2548737;430.5828503;209.6293954
Netherlands;NLD;04/01/2023 06:00;04/01/2025 07:00;120.02;85.89659945;407.4564084;284.6470176
Netherlands;NLD;04/01/2023 07:00;04/01/2025 08:00;128.39;93.46110176;395.2549308;347.1226665
Netherlands;NLD;04/01/2023 08:00;04/01/2025 09:00;130.75;97.60242739;378.64368;397.7596966
Netherlands;NLD;04/01/2023 09:00;04/01/2025 10:00;130.34;99.45764552;358.998638;412.6200727
Netherlands;NLD;04/01/2023 10:00;04/01/2025 11:00;128.29;100.1578408;350.063045;390.3144972
Netherlands;NLD;04/01/2023 11:00;04/01/2025 12:00;130.03;100.0201955;338.7402064;371.9801351
Netherlands;NLD;04/01/2023 12:00;04/01/2025 13:00;129.85;99.85861202;333.9822932;356.4173421
Netherlands;NLD;04/01/2023 13:00;04/01/2025 14:00;136.4;98.84123434;341.4258577;331.3175232
Netherlands;NLD;04/01/2023 14:00;04/01/2025 15:00;138.76;98.57791306;347.5597527;317.5603832
Netherlands;NLD;04/01/2023 15:00;04/01/2025 16:00;141.2;100.1339025;360.755916;323.3912064
Netherlands;NLD;04/01/2023 16:00;04/01/2025 17:00;149.83;102.6354546;379.9367714;355.2320302
Netherlands;NLD;04/01/2023 17:00;04/01/2025 18:00;144.17;97.74007261;384.3631226;376.9521579
Netherlands;NLD;04/01/2023 18:00;04/01/2025 19:00;138.38;93.96380603;381.6443151;354.1103466
Netherlands;NLD;04/01/2023 19:00;04/01/2025 20:00;129.73;89.61900486;374.8307183;323.3828224
Netherlands;NLD;04/01/2023 20:00;04/01/2025 21:00;123.07;84.47825526;342.0724034;283.9084336
Netherlands;NLD;04/01/2023 21:00;04/01/2025 22:00;118.54;79.65468812;274.3177309;247.0075487
Netherlands;NLD;04/01/2023 22:00;04/01/2025 23:00;109.61;76.01008218;227.6006604;198.2607808
Netherlands;NLD;04/01/2023 23:00;05/01/2025 00:00;111.61;72.55099806;223.3069339;155.195017
Netherlands;NLD;05/01/2023 00:00;05/01/2025 01:00;94.76;69.60060277;231.3804659;135.5026116
Netherlands;NLD;05/01/2023 01:00;05/01/2025 02:00;85.62;68.02665965;237.2822676;133.3532033
Netherlands;NLD;05/01/2023 02:00;05/01/2025 03:00;82.94;66.60233089;258.4193382;135.6903754
Netherlands;NLD;05/01/2023 03:00;05/01/2025 04:00;74.73;66.28514843;298.886467;139.068317
Netherlands;NLD;05/01/2023 03:59;05/01/2025 05:00;67;67.01526654;400.9577953;151.7344398
Netherlands;NLD;05/01/2023 04:59;05/01/2025 06:00;65.67;69.46295755;475.0784561;188.6805196
Netherlands;NLD;05/01/2023 05:59;05/01/2025 07:00;64.22;73.87957362;463.2085404;262.3449273
Netherlands;NLD;05/01/2023 06:59;05/01/2025 08:00;75.5;79.39735141;452.2504199;337.4712608
Netherlands;NLD;05/01/2023 07:59;05/01/2025 09:00;75.7;84.41840952;433.6995321;382.1561316
Netherlands;NLD;05/01/2023 08:59;05/01/2025 10:00;82.95;88.03309258;413.6731939;383.298824
Netherlands;NLD;05/01/2023 09:59;05/01/2025 11:00;80.02;89.05645484;394.8902127;358.5792913
Netherlands;NLD;05/01/2023 10:59;05/01/2025 12:00;81.66;89.00259367;382.3074389;330.2221251
Netherlands;NLD;05/01/2023 11:59;05/01/2025 13:00;65.32;88.35625961;380.0859742;305.0225107
Netherlands;NLD;05/01/2023 12:59;05/01/2025 14:00;59.67;87.78174045;381.8100961;284.0658669
Netherlands;NLD;05/01/2023 13:59;05/01/2025 15:00;49.98;87.21919044;387.413492;290.3876051
Netherlands;NLD;05/01/2023 14:59;05/01/2025 16:00;49.91;88.5717043;401.5546067;321.1257946
Netherlands;NLD;05/01/2023 15:59;05/01/2025 17:00;63.23;92.58735387;415.1154881;367.5942039
Netherlands;NLD;05/01/2023 16:59;05/01/2025 18:00;61.13;89.69680433;417.6519365;389.1619372
Netherlands;NLD;05/01/2023 17:59;05/01/2025 19:00;52.08;86.97382288;413.0432263;369.4021524
Netherlands;NLD;05/01/2023 18:59;05/01/2025 20:00;40.88;83.53867705;396.6143345;335.2962387
Netherlands;NLD;05/01/2023 19:59;05/01/2025 21:00;39;79.50507376;362.330835;294.5382963
Netherlands;NLD;05/01/2023 20:59;05/01/2025 22:00;32.48;75.54926994;288.0775494;248.5517182
Netherlands;NLD;05/01/2023 21:59;05/01/2025 23:00;20.36;71.8807257;237.530939;201.2976685
Netherlands;NLD;05/01/2023 22:59;06/01/2025 00:00;25.99;69.48091128;233.1045878;158.6588275
Netherlands;NLD;05/01/2023 23:59;06/01/2025 01:00;9.65;67.24866495;243.1674912;137.051428
Netherlands;NLD;06/01/2023 00:59;06/01/2025 02:00;6.2;65.16603298;248.9532462;128.4008176
Netherlands;NLD;06/01/2023 01:59;06/01/2025 03:00;2.77;64.22645477;268.6314444;125.416571
Netherlands;NLD;06/01/2023 02:59;06/01/2025 04:00;1.97;63.97510263;309.0156828;130.7887132
Netherlands;NLD;06/01/2023 03:59;06/01/2025 05:00;3.69;64.62143669;414.3363176;144.7620859
Netherlands;NLD;06/01/2023 04:59;06/01/2025 06:00;10;66.44673195;490.9436927;181.5222075
Netherlands;NLD;06/01/2023 05:59;06/01/2025 07:00;45.54;69.31334319;482.0744121;256.7900041
Netherlands;NLD;06/01/2023 06:59;06/01/2025 08:00;72;72.987872;470.0552935;328.221864
Netherlands;NLD;06/01/2023 07:59;06/01/2025 09:00;77.03;76.99753699;451.1065314;374.7994044
Netherlands;NLD;06/01/2023 08:59;06/01/2025 10:00;60;79.9898243;428.9913532;388.0046464
Netherlands;NLD;06/01/2023 09:59;06/01/2025 11:00;40.28;81.79118126;409.8768102;333.2542539
Netherlands;NLD;06/01/2023 10:59;06/01/2025 12:00;42.06;83.16763342;397.8245354;279.442904
Netherlands;NLD;06/01/2023 11:59;06/01/2025 13:00;45.06;83.11975683;394.591807;254.1898509
Netherlands;NLD;06/01/2023 12:59;06/01/2025 14:00;64.57;83.173618;396.9956307;248.2498406
Netherlands;NLD;06/01/2023 13:59;06/01/2025 15:00;77.94;83.5267079;403.2289943;262.3049252
Netherlands;NLD;06/01/2023 14:59;06/01/2025 16:00;77.92;85.74100051;418.6797784;306.0702506
Netherlands;NLD;06/01/2023 15:59;06/01/2025 17:00;102.91;91.2827166;427.7645742;358.2659646
Netherlands;NLD;06/01/2023 16:59;06/01/2025 18:00;126.66;89.40356017;426.7367324;378.1429565
Netherlands;NLD;06/01/2023 17:59;06/01/2025 19:00;119.95;87.14737554;421.8296164;361.6223375
Netherlands;NLD;06/01/2023 18:59;06/01/2025 20:00;99.9;84.03539674;410.3409968;328.7970662
Netherlands;NLD;06/01/2023 19:59;06/01/2025 21:00;79.94;80.00179345;372.6589879;277.9017158
Netherlands;NLD;06/01/2023 20:59;06/01/2025 22:00;73.43;75.99811303;296.7313147;238.0940412
Netherlands;NLD;06/01/2023 21:59;06/01/2025 23:00;50.96;71.25234536;245.8365644;191.8265244
Netherlands;NLD;06/01/2023 22:59;07/01/2025 00:00;19.51;68.77473147;219.2287226;150.2617787
Netherlands;NLD;06/01/2023 23:59;07/01/2025 01:00;8.71;67.1409426;228.5621899;128.0925856
Netherlands;NLD;07/01/2023 00:59;07/01/2025 02:00;8.9;66.20136439;234.3313668;118.3941375
Netherlands;NLD;07/01/2023 01:59;07/01/2025 03:00;5.01;66.0337963;253.3961755;116.7772839
Netherlands;NLD;07/01/2023 02:59;07/01/2025 04:00;5.13;66.81777557;292.5867911;119.4786742
Netherlands;NLD;07/01/2023 03:59;07/01/2025 05:00;5.8;70.13921449;392.0553585;127.8460503
Netherlands;NLD;07/01/2023 04:59;07/01/2025 06:00;60;78.61935671;465.1647556;146.2541742
Netherlands;NLD;07/01/2023 05:59;07/01/2025 07:00;116.56;90.16360115;456.4280998;187.8614834
Netherlands;NLD;07/01/2023 06:59;07/01/2025 08:00;165.98;98.09914709;445.3539326;250.0065477
Netherlands;NLD;07/01/2023 07:59;07/01/2025 09:00;138.5;100.0261801;426.2393895;311.262901
Netherlands;NLD;07/01/2023 08:59;07/01/2025 10:00;110.74;100.6485759;405.1852094;343.3331703
Netherlands;NLD;07/01/2023 09:59;07/01/2025 11:00;79.95;101.0914344;386.9493054;326.9787183
Netherlands;NLD;07/01/2023 10:59;07/01/2025 12:00;70.1;100.1219333;375.9248725;276.1741215
Netherlands;NLD;07/01/2023 11:59;07/01/2025 13:00;67.33;100.5588073;372.7750345;233.7400641
Netherlands;NLD;07/01/2023 12:59;07/01/2025 14:00;75;100.3313934;374.8141402;221.0632759
Netherlands;NLD;07/01/2023 13:59;07/01/2025 15:00;84.9;100.7383445;380.7656761;226.7181624
Netherlands;NLD;07/01/2023 14:59;07/01/2025 16:00;125.58;102.4978094;395.8351641;263.7135241
Netherlands;NLD;07/01/2023 15:59;07/01/2025 17:00;160.7;105.5678962;404.588398;304.3449377
Netherlands;NLD;07/01/2023 16:59;07/01/2025 18:00;173.86;100.0381493;404.1573676;324.2735069
Netherlands;NLD;07/01/2023 17:59;07/01/2025 19:00;127.5;96.48929651;399.7807506;317.9826731
Netherlands;NLD;07/01/2023 18:59;07/01/2025 20:00;102.9;91.71360597;388.8723644;297.1702917
Netherlands;NLD;07/01/2023 19:59;07/01/2025 21:00;97.6;86.6147484;352.9807896;258.8922861
Netherlands;NLD;07/01/2023 20:59;07/01/2025 22:00;82.2;80.56434346;280.4847821;222.4971805
Netherlands;NLD;07/01/2023 21:59;07/01/2025 23:00;80.01;75.51934706;231.7120278;188.0744829
Netherlands;NLD;07/01/2023 22:59;08/01/2025 00:00;66.19;71.83883368;187.9458582;151.9096066
Netherlands;NLD;07/01/2023 23:59;08/01/2025 01:00;52.96;69.4749267;197.378794;133.9404426
Netherlands;NLD;08/01/2023 00:59;08/01/2025 02:00;50.17;67.83515326;202.0538166;127.9026944
Netherlands;NLD;08/01/2023 01:59;08/01/2025 03:00;49.9;67.17685005;221.7154368;127.2642837
Netherlands;NLD;08/01/2023 02:59;08/01/2025 04:00;52.8;67.84113783;263.3596104;131.5095076
Netherlands;NLD;08/01/2023 03:59;08/01/2025 05:00;68.93;71.01894695;352.7155401;140.7797172
Netherlands;NLD;08/01/2023 04:59;08/01/2025 06:00;75.1;79.27765992;420.4536345;162.6434916
Netherlands;NLD;08/01/2023 05:59;08/01/2025 07:00;120.46;91.52808416;413.4411005;206.4932862
Netherlands;NLD;08/01/2023 06:59;08/01/2025 08:00;141.04;98.75146572;402.7813857;267.3982141
Netherlands;NLD;08/01/2023 07:59;08/01/2025 09:00;146.77;100.3254088;379.7544124;332.377202
Netherlands;NLD;08/01/2023 08:59;08/01/2025 10:00;125.6;100.7802365;357.8713275;372.8188085
Netherlands;NLD;08/01/2023 09:59;08/01/2025 11:00;108.63;99.87058117;340.7461558;338.7133707
Netherlands;NLD;08/01/2023 10:59;08/01/2025 12:00;105.87;98.15300826;330.8987677;298.7026901
Netherlands;NLD;08/01/2023 11:59;08/01/2025 13:00;102.37;98.42829869;327.5334145;263.6155202
Netherlands;NLD;08/01/2023 12:59;08/01/2025 14:00;110.28;98.41632954;329.904082;241.7409545
Netherlands;NLD;08/01/2023 13:59;08/01/2025 15:00;127.97;99.09857105;335.2090722;237.40096
Netherlands;NLD;08/01/2023 14:59;08/01/2025 16:00;137.31;100.899928;348.5710165;270.1430357
Netherlands;NLD;08/01/2023 15:59;08/01/2025 17:00;157.35;105.2686675;359.8275427;316.4379298
Netherlands;NLD;08/01/2023 16:59;08/01/2025 18:00;162;100.7742519;361.0377436;353.5551174
Netherlands;NLD;08/01/2023 17:59;08/01/2025 19:00;146.66;97.49470505;359.5954494;354.2743722
Netherlands;NLD;08/01/2023 18:59;08/01/2025 20:00;134.87;92.97036664;350.1625135;334.2827905
Netherlands;NLD;08/01/2023 19:59;08/01/2025 21:00;125.11;87.56031119;317.1555273;301.3060765
Netherlands;NLD;08/01/2023 20:59;08/01/2025 22:00;114.4;81.76724296;248.0911853;261.3773317
Netherlands;NLD;08/01/2023 21:59;08/01/2025 23:00;100.5;76.77012316;201.423849;216.7659288
Netherlands;NLD;08/01/2023 22:59;09/01/2025 00:00;99.98;72.81431934;140.9635381;171.4751613
Netherlands;NLD;08/01/2023 23:59;09/01/2025 01:00;100;70.31875172;149.7333502;157.5803513
Netherlands;NLD;09/01/2023 00:59;09/01/2025 02:00;92.46;68.90040754;152.8831881;160.8777147
Netherlands;NLD;09/01/2023 01:59;09/01/2025 03:00;85.1;68.35581125;170.1244065;170.8883419
Netherlands;NLD;09/01/2023 02:59;09/01/2025 04:00;84.64;69.1936517;210.4589106;184.5074899
Netherlands;NLD;09/01/2023 03:59;09/01/2025 05:00;90.77;71.99443262;282.5570439;207.4995962
Netherlands;NLD;09/01/2023 04:59;09/01/2025 06:00;121.04;80.37283708;347.9742051;258.9521074
Netherlands;NLD;09/01/2023 05:59;09/01/2025 07:00;141.9;92.85067515;342.4205434;358.2880931
Netherlands;NLD;09/01/2023 06:59;09/01/2025 08:00;152.28;100.5169152;332.5234209;456.3029724
Netherlands;NLD;09/01/2023 07:59;09/01/2025 09:00;145.41;101.4026323;307.2584048;486.6548431
Netherlands;NLD;09/01/2023 08:59;09/01/2025 10:00;138.91;99.44567637;287.4310037;490.806906
Netherlands;NLD;09/01/2023 09:59;09/01/2025 11:00;131.91;97.47076675;272.7096557;462.4939268
Netherlands;NLD;09/01/2023 10:59;09/01/2025 12:00;122.39;95.16072095;264.0890465;431.8153206
Netherlands;NLD;09/01/2023 11:59;09/01/2025 13:00;114.85;95.54373373;259.2482429;397.5479148
Netherlands;NLD;09/01/2023 12:59;09/01/2025 14:00;116.27;96.20802151;262.6633304;364.8567165
Netherlands;NLD;09/01/2023 13:59;09/01/2025 15:00;121.29;98.06922421;266.7581198;368.5054354
Netherlands;NLD;09/01/2023 14:59;09/01/2025 16:00;122;100.7981902;277.0862727;399.1127851
Netherlands;NLD;09/01/2023 15:59;09/01/2025 17:00;131.07;106.6391351;288.6080484;453.9335103
Netherlands;NLD;09/01/2023 16:59;09/01/2025 18:00;134.52;101.9352594;294.2446006;487.2792433
Netherlands;NLD;09/01/2023 17:59;09/01/2025 19:00;112.95;98.30262262;294.5430063;465.1262442
Netherlands;NLD;09/01/2023 18:59;09/01/2025 20:00;119.23;93.72442304;286.9005047;434.061837
Netherlands;NLD;09/01/2023 19:59;09/01/2025 21:00;105.17;88.36822876;259.3477115;387.0881662
Netherlands;NLD;09/01/2023 20:59;09/01/2025 22:00;100.92;82.44349989;199.3681653;334.7482038
Netherlands;NLD;09/01/2023 21:59;09/01/2025 23:00;80.01;77.29078115;157.773726;270.4123293
Netherlands;NLD;09/01/2023 22:59;10/01/2025 00:00;90.97;73.62223691;117.2071286;208.9879615
Netherlands;NLD;09/01/2023 23:59;10/01/2025 01:00;80.23;70.94114748;123.3078674;181.7616045
Netherlands;NLD;10/01/2023 00:59;10/01/2025 02:00;71.4;69.19963627;126.4245492;173.294657
Netherlands;NLD;10/01/2023 01:59;10/01/2025 03:00;69.2;68.67299371;142.2732076;178.1532517
Netherlands;NLD;10/01/2023 02:59;10/01/2025 04:00;69.92;69.24751287;178.5129223;189.7088742
Netherlands;NLD;10/01/2023 03:59;10/01/2025 05:00;84.17;72.29366135;247.0964996;215.6117172
Netherlands;NLD;10/01/2023 04:59;10/01/2025 06:00;99.09;80.32496048;293.614633;276.3234087
Netherlands;NLD;10/01/2023 05:59;10/01/2025 07:00;123.92;92.73696823;283.7838229;394.49111
Netherlands;NLD;10/01/2023 06:59;10/01/2025 08:00;139.69;100.5947147;271.8310167;491.610406
Netherlands;NLD;10/01/2023 07:59;10/01/2025 09:00;136.98;102.8329456;253.1475041;505.8580691
Netherlands;NLD;10/01/2023 08:59;10/01/2025 10:00;123.57;103.066344;233.0548535;484.2861788
Netherlands;NLD;10/01/2023 09:59;10/01/2025 11:00;113.59;102.3122876;227.1198956;447.2312059
Netherlands;NLD;10/01/2023 10:59;10/01/2025 12:00;107.43;101.0555269;219.5768626;442.259519
Netherlands;NLD;10/01/2023 11:59;10/01/2025 13:00;105.01;101.0555269;207.5245879;439.7537304
Netherlands;NLD;10/01/2023 12:59;10/01/2025 14:00;110.01;100.8520514;204.043188;442.3005569
Netherlands;NLD;10/01/2023 13:59;10/01/2025 15:00;128.69;100.8340977;211.5696429;454.1793597
Netherlands;NLD;10/01/2023 14:59;10/01/2025 16:00;135.01;102.2165344;224.3016196;488.6581555
Netherlands;NLD;10/01/2023 15:59;10/01/2025 17:00;142.6;106.0706005;239.1721704;528.5056643
Netherlands;NLD;10/01/2023 16:59;10/01/2025 18:00;144.15;101.743753;246.5825787;540.1217379
Netherlands;NLD;10/01/2023 17:59;10/01/2025 19:00;141.1;98.54799018;245.4055339;505.5804195
Netherlands;NLD;10/01/2023 18:59;10/01/2025 20:00;134.82;94.03562092;241.7086189;464.2118355
Netherlands;NLD;10/01/2023 19:59;10/01/2025 21:00;122.51;88.52981228;218.0516779;400.0822702
Netherlands;NLD;10/01/2023 20:59;10/01/2025 22:00;119.77;82.44349989;172.4287616;330.6235322
Netherlands;NLD;10/01/2023 21:59;10/01/2025 23:00;111.74;77.49425669;133.2878804;247.8813954
Netherlands;NLD;10/01/2023 22:59;11/01/2025 00:00;118.88;73.34694648;146.8487617;181.6531313
Netherlands;NLD;10/01/2023 23:59;11/01/2025 01:00;104.09;70.69577992;163.7584182;154.4991925
Netherlands;NLD;11/01/2023 00:59;11/01/2025 02:00;97.4;69.34326606;155.1875433;146.985648
Netherlands;NLD;11/01/2023 01:59;11/01/2025 03:00;95.8;68.99017616;174.7828511;145.3619641
Netherlands;NLD;11/01/2023 02:59;11/01/2025 04:00;95;69.28342032;222.6935444;148.5051136
Netherlands;NLD;11/01/2023 03:59;11/01/2025 05:00;98.61;72.45524486;312.546817;162.1636618
Netherlands;NLD;11/01/2023 04:59;11/01/2025 06:00;105.1;79.9898243;338.1765512;205.2006767
Netherlands;NLD;11/01/2023 05:59;11/01/2025 07:00;119.9;91.88715864;319.1946329;301.385241
Netherlands;NLD;11/01/2023 06:59;11/01/2025 08:00;128.34;99.93641149;300.8758384;393.525194
Netherlands;NLD;11/01/2023 07:59;11/01/2025 09:00;141.93;101.8634445;284.9940238;424.7953225
Netherlands;NLD;11/01/2023 08:59;11/01/2025 10:00;127.81;101.4026323;265.7302779;422.6316656
Netherlands;NLD;11/01/2023 09:59;11/01/2025 11:00;101.61;101.941244;257.4246525;381.0328804
Netherlands;NLD;11/01/2023 10:59;11/01/2025 12:00;97.57;100.4869924;249.4340109;321.2909259
Netherlands;NLD;11/01/2023 11:59;11/01/2025 13:00;93.15;100.4151775;243.6482559;291.6060748
Netherlands;NLD;11/01/2023 12:59;11/01/2025 14:00;95.74;99.64316734;250.2297595;289.9440684
Netherlands;NLD;11/01/2023 13:59;11/01/2025 15:00;105.23;99.75088968;252.5672708;293.1713651
Netherlands;NLD;11/01/2023 14:59;11/01/2025 16:00;112.46;100.2356402;269.7090206;322.0296359
Netherlands;NLD;11/01/2023 15:59;11/01/2025 17:00;120.12;103.9640302;286.2042247;396.3652342
Netherlands;NLD;11/01/2023 16:59;11/01/2025 18:00;124.1;99.49953755;291.5921054;438.6244607
Netherlands;NLD;11/01/2023 17:59;11/01/2025 19:00;135;95.38215021;293.5483206;418.4486844
